Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Missing,Embarked_Q,Embarked_S
0,1,3.091042453358316,0,0,4.91730069488021,0,1,1,0,0,0
0,3,1.0986122886681098,3,1,3.0944457464900235,1,0,0,0,0,1
1,1,3.3911173365140987,1,0,4.420896324687287,1,0,1,0,0,0
1,3,3.091042453358316,0,0,2.1102132003465894,1,0,0,0,0,1
0,1,3.295836866004329,0,2,5.358941988364472,0,1,1,0,0,0
0,3,2.995732273553991,0,0,1.6119347926326877,0,1,1,0,0,0
0,3,2.9444389791664403,0,0,2.1719067693519296,0,1,0,0,0,1
1,1,3.7376696182833684,0,0,5.4316456135398825,1,0,1,0,0,0
1,3,0.0,0,2,2.817902613071225,1,0,1,0,0,0
0,3,3.4657359027997265,0,0,2.188856327665703,0,1,0,0,0,1
1,1,3.5553480614894135,1,0,3.970291913552122,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1855792552411137,0,1,0,0,0,1
0,2,2.8903717578961645,0,0,4.310799125385514,0,1,0,0,0,1
0,3,0.0,5,2,3.8691155044168695,0,1,0,0,0,1
1,2,3.58351893845611,0,0,2.6390573296152584,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1666737276227077,0,1,0,0,1,0
1,2,2.833213344056216,0,0,2.5649493574615367,1,0,1,0,0,0
1,1,3.58351893845611,1,2,4.795790545596741,0,1,0,0,0,1
1,3,3.044522437723423,0,0,2.174274334826008,0,1,0,0,0,1
0,3,3.332204510175204,2,0,2.188856327665703,0,1,0,0,0,1
1,1,3.1354942159291497,1,0,4.738607824217808,1,0,1,0,0,0
1,3,3.1780538303479458,0,2,2.8735646395797834,1,0,0,0,0,1
0,3,3.091042453358316,0,0,2.174274334826008,0,1,0,0,0,1
0,3,3.4339872044851463,0,0,2.180891922715322,1,0,0,0,0,1
0,2,3.828641396489095,0,0,3.295836866004329,0,1,0,0,0,1
0,2,3.1354942159291497,0,0,2.4423470353692043,0,1,0,0,0,1
1,2,3.332204510175204,0,0,2.613739521630969,1,0,0,0,0,1
1,3,3.6635616461296463,0,0,2.188856327665703,0,1,0,0,0,1
0,3,3.258096538021482,0,0,2.2027647577118348,0,1,0,0,0,1
0,3,3.044522437723423,1,0,2.3818582738885534,1,0,0,0,0,1
0,3,3.332204510175204,1,0,2.8243506567983707,0,1,0,0,0,1
0,3,2.995732273553991,0,0,2.2682524139135403,1,0,0,0,0,1
0,2,3.5263605246161616,1,0,3.091042453358316,0,1,0,0,0,1
0,3,3.9318256327243257,0,0,2.169053700369523,0,1,0,0,0,1
1,2,1.0986122886681098,1,1,2.9831534913471307,0,1,0,0,0,1
0,3,3.044522437723423,0,0,2.1719067693519296,0,1,0,0,0,1
0,3,3.3911173365140987,3,1,3.275887339030031,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1855792552411137,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.061570298060867,0,1,0,0,1,0
1,1,3.4965075614664802,1,0,4.51085950651685,1,0,0,0,1,0
0,2,3.3911173365140987,0,0,0.0,0,1,0,0,0,1
1,3,3.784189633918261,0,0,2.188856327665703,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.2027647577118348,1,0,0,0,0,1
1,2,3.5263605246161616,1,1,3.5115454388310208,1,0,0,0,0,1
1,2,2.8903717578961645,0,2,2.6390573296152584,1,0,0,0,0,1
0,2,3.4011973816621555,0,0,2.6390573296152584,0,1,0,0,0,1
0,3,2.302585092994046,0,2,3.224857896545748,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1855792552411137,0,1,1,0,0,0
0,3,3.044522437723423,0,0,2.167143305297764,0,1,0,0,1,0
0,3,3.367295829986474,0,0,2.1832383353614797,0,1,0,0,0,1
0,3,3.332204510175204,1,1,2.7343675094195836,1,0,0,0,0,1
0,3,2.8903717578961645,1,1,3.0545906305603445,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.1102132003465894,0,1,0,0,0,1
1,2,3.332204510175204,1,0,3.295836866004329,1,0,0,0,0,1
1,2,2.9444389791664403,0,0,3.295836866004329,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.169053700369523,0,1,0,0,1,0
1,3,3.4657359027997265,0,0,2.2027647577118348,0,1,0,0,0,1
1,1,3.332204510175204,0,0,3.3160025355989236,0,1,0,0,0,1
1,3,3.3911173365140987,1,0,2.8390784635086144,1,0,0,0,0,1
1,2,3.7376696182833684,1,0,3.295836866004329,1,0,0,0,0,1
0,3,2.833213344056216,0,0,2.094945728215801,0,1,0,0,0,1
0,1,3.912023005428146,1,0,4.041295341132285,0,1,0,0,0,1
1,1,2.6390573296152584,1,2,4.795790545596741,1,0,0,0,0,1
0,3,3.044522437723423,2,2,3.5660053559634015,1,0,0,0,0,1
1,2,3.1780538303479458,2,3,2.9831534913471307,1,0,0,0,0,1
0,1,4.1588830833596715,1,4,5.575949103146316,0,1,0,0,0,1
0,2,3.4339872044851463,0,0,2.4423470353692043,0,1,0,0,0,1
1,2,3.8066624897703196,1,1,3.305053521109253,1,0,0,0,0,1
0,3,2.995732273553991,0,0,2.3513752571634776,0,1,0,0,0,1
0,3,3.2188758248682006,1,0,2.1719067693519296,0,1,0,0,0,1
1,2,3.332204510175204,0,0,2.6390573296152584,1,0,0,0,0,1
1,3,3.3911173365140987,0,0,2.2096470973347766,0,1,0,0,0,1
1,1,1.3862943611198906,0,2,4.417131919904876,0,1,0,0,0,1
1,2,2.5649493574615367,0,1,3.0204248861443626,1,0,0,0,0,1
1,1,3.5263605246161616,0,0,3.3160025355989236,0,1,0,0,0,1
1,3,1.6094379124341003,2,1,3.0085645861193133,1,0,1,0,0,0
1,1,3.9512437185814275,0,0,3.449987545831587,0,1,0,0,0,1
0,2,3.58351893845611,1,2,3.3586377672433594,0,1,0,0,0,1
0,3,3.3911173365140987,1,0,3.0429354648621407,0,1,0,0,0,1
0,1,3.4011973816621555,0,0,3.3586377672433594,0,1,1,0,0,0
1,1,3.8918202981106265,1,0,4.500966778400217,0,1,1,0,0,0
0,3,3.3911173365140987,0,0,2.2027647577118348,0,1,0,0,0,1
1,3,3.367295829986474,0,0,2.1855792552411137,0,1,1,0,0,0
0,1,4.174387269895637,0,0,3.3160025355989236,0,1,0,0,0,1
1,1,3.3911173365140987,1,0,3.967694202798607,1,0,0,0,0,1
1,2,3.912023005428146,0,0,2.4423470353692043,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.169053700369523,0,1,0,0,1,0
1,1,3.871201010907891,0,0,3.3160025355989236,0,1,0,0,0,1
0,3,3.5263605246161616,0,0,2.2027647577118348,0,1,0,0,0,1
0,1,3.8501476017100584,0,0,3.676300671907076,0,1,0,0,0,1
0,2,3.871201010907891,0,0,2.6390573296152584,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.2027647577118348,0,1,0,0,0,1
0,3,3.6375861597263857,0,0,2.0856720914304723,0,1,0,0,0,1
0,2,3.3911173365140987,0,0,0.0,0,1,0,0,0,1
0,1,4.02535169073515,0,0,3.3160025355989236,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.1661924680884908,0,1,0,0,1,0
1,3,-0.2876820724517809,2,1,3.0085645861193133,1,0,1,0,0,0
0,3,3.3911173365140987,0,0,2.1102132003465894,0,1,0,0,0,1
0,3,3.6375861597263857,0,0,2.2682524139135403,0,1,0,0,0,1
1,2,3.4965075614664802,1,2,3.3586377672433594,1,0,0,0,0,1
1,2,3.1354942159291497,0,0,2.694066212646058,1,0,1,0,0,0
0,3,3.091042453358316,0,0,2.3830123421066602,1,0,0,0,0,1
0,1,3.3911173365140987,0,0,3.970291913552122,0,1,0,0,0,1
0,2,3.5263605246161616,1,0,3.091042453358316,0,1,0,0,0,1
0,3,3.367295829986474,1,0,2.0851502161468174,0,1,0,0,0,1
0,3,3.091042453358316,0,0,2.142510233146819,0,1,0,0,0,1
1,3,0.6931471805599453,0,1,2.586823743668066,1,0,0,0,0,1
0,3,2.1972245773362196,5,2,3.8691155044168695,0,1,0,0,0,1
0,2,3.3911173365140987,0,0,0.0,0,1,0,0,0,1
0,3,3.912023005428146,0,0,2.2027647577118348,0,1,0,0,0,1
1,3,4.143134726391533,0,0,2.3596740599781727,1,0,0,0,0,1
1,1,3.2188758248682006,1,0,4.5226490762785785,0,1,1,0,0,0
0,3,3.3911173365140987,3,1,3.275887339030031,1,0,0,0,0,1
1,1,3.5553480614894135,1,0,4.51085950651685,1,0,0,0,0,1
0,1,4.060443010546419,0,0,3.4242626545931514,0,1,1,0,0,0
0,3,3.4011973816621555,0,0,2.2027647577118348,0,1,0,0,0,1
1,3,2.1972245773362196,1,1,2.8273136219290276,0,1,0,0,0,1
0,3,3.3911173365140987,1,0,3.0429354648621407,0,1,0,0,0,1
0,3,3.044522437723423,0,0,2.1102132003465894,0,1,0,0,0,1
0,1,4.007333185232471,0,0,3.449987545831587,0,1,0,0,0,1
0,1,4.2626798770413155,0,0,3.922056501139853,0,1,1,0,0,0
0,3,3.044522437723423,0,0,2.2027647577118348,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.738146075922933,0,1,1,0,0,0
1,1,3.9889840465642745,1,0,4.37281811610993,1,0,1,0,0,0
0,3,3.3911173365140987,0,0,2.7788192719904172,0,1,0,0,0,1
0,1,3.2188758248682006,1,2,5.027492411162679,1,0,0,0,0,1
0,3,3.1780538303479458,0,0,2.174274334826008,0,1,0,0,0,1
0,3,2.833213344056216,0,0,2.2682524139135403,0,1,0,0,0,1
0,3,3.044522437723423,0,0,2.169053700369523,1,0,0,0,1,0
0,3,3.3911173365140987,0,0,2.155151800914312,1,0,0,0,1,0
0,3,3.6109179126442243,0,0,2.3596740599781727,1,0,0,0,0,1
1,1,2.772588722239781,0,0,4.471638793363569,1,0,0,0,0,1
0,1,2.8903717578961645,1,0,4.699570861409576,0,1,1,0,0,0
1,2,3.4965075614664802,0,2,3.295836866004329,1,0,0,0,0,1
1,1,3.3911173365140987,0,0,3.3160025355989236,0,1,0,0,0,1
0,3,3.332204510175204,0,0,3.1580636854714434,0,1,0,0,0,1
1,3,3.258096538021482,0,0,4.05171190165724,0,1,0,0,0,1
1,3,3.367295829986474,0,0,2.169053700369523,0,1,0,0,1,0
0,3,3.3911173365140987,0,0,2.2027647577118348,0,1,0,0,0,1
1,1,3.58351893845611,0,0,3.3064287218760624,0,1,0,0,0,1
1,1,3.9889840465642745,1,0,4.100989104940769,1,0,1,0,0,0
0,3,3.1780538303479458,0,0,2.139571923732859,0,1,0,0,0,1
0,1,3.8501476017100584,0,0,3.5559421706858756,0,1,0,0,0,1
1,2,3.5263605246161616,0,0,2.4423470353692043,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,3.224857896545748,0,1,0,0,1,0
1,2,3.58351893845611,1,0,3.295836866004329,1,0,0,0,0,1
0,3,3.4657359027997265,0,0,2.1855792552411137,0,1,0,0,0,1
1,1,3.4011973816621555,0,0,4.548599834499697,1,0,0,0,0,1
0,3,3.091042453358316,0,0,2.1855792552411137,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.1071782966514356,0,1,1,0,0,0
1,1,3.784189633918261,0,1,4.077184839375167,1,0,1,0,0,0
0,3,3.3911173365140987,0,0,2.1076888046179385,0,1,1,0,0,0
0,3,3.7013019741124933,0,0,2.169053700369523,0,1,0,0,1,0
1,2,3.912023005428146,0,0,2.4423470353692043,1,0,0,0,0,1
0,1,3.3911173365140987,0,0,5.406181146423973,0,1,0,0,0,1
0,3,3.6635616461296463,0,0,2.188856327665703,0,1,0,0,0,1
0,2,3.1354942159291497,2,1,2.5257286443082556,0,1,0,0,0,1
1,2,0.6931471805599453,1,1,3.295836866004329,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1076888046179385,0,1,1,0,0,0
0,3,2.833213344056216,1,1,2.1076888046179385,0,1,1,0,0,0
1,3,3.3911173365140987,0,2,3.1509523813392697,1,0,1,0,0,0
0,3,3.4011973816621555,0,0,2.2682524139135403,1,0,0,0,0,1
1,2,1.9459101490553132,0,2,3.305053521109253,1,0,0,0,0,1
0,1,3.8066624897703196,0,0,3.3160025355989236,0,1,0,0,0,1
1,1,3.4011973816621555,0,0,4.676792929661059,1,0,1,0,0,0
0,3,3.3911173365140987,0,0,2.740840023925201,0,1,0,0,0,1
1,1,3.091042453358316,0,2,3.9219733362813143,1,0,1,0,0,0
1,1,3.58351893845611,0,2,4.276666119016055,1,0,0,0,0,1
0,3,2.1972245773362196,4,2,3.4742929367327062,1,0,0,0,0,1
0,3,2.3978952727983707,4,2,3.4742929367327062,1,0,0,0,0,1
1,2,3.4657359027997265,1,0,3.295836866004329,0,1,0,0,0,1
0,1,3.912023005428146,1,0,4.676792929661059,0,1,1,0,0,0
0,1,4.1588830833596715,0,0,3.295836866004329,0,1,0,0,0,1
1,2,2.9444389791664403,1,0,3.295836866004329,1,0,0,0,0,1
1,2,3.3911173365140987,0,0,2.6988412620169004,0,1,1,0,0,0
0,3,3.4965075614664802,1,1,3.0692150503137943,0,1,0,0,0,1
1,2,2.0794415416798357,1,1,3.6309854756950335,0,1,0,0,0,1
1,1,2.833213344056216,0,2,4.717456363787216,0,1,1,0,0,0
0,2,3.295836866004329,0,0,3.295836866004329,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.17806441028492,0,1,0,0,1,0
1,3,3.091042453358316,0,0,2.1071782966514356,0,1,1,0,0,0
1,3,3.091042453358316,0,0,2.1719067693519296,1,0,0,0,0,1
0,1,4.127134385045092,0,0,3.3160025355989236,0,1,0,0,0,1
1,1,3.871201010907891,1,0,3.703768066607687,1,0,1,0,0,0
0,1,3.3911173365140987,0,0,5.4316456135398825,0,1,1,0,0,0
1,1,3.6635616461296463,1,1,4.390118804571218,1,0,0,0,0,1
1,3,3.58351893845611,1,0,2.91235066461494,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.169053700369523,0,1,0,0,1,0
0,3,3.6888794541139363,0,0,2.1855792552411137,0,1,0,0,0,1
0,2,3.332204510175204,0,0,2.6741486494265287,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.2027647577118348,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.2027647577118348,1,0,0,0,0,1
0,3,3.1780538303479458,2,0,3.224857896545748,0,1,0,0,0,1
0,3,2.9444389791664403,0,0,2.1855792552411137,0,1,0,0,0,1
0,3,3.367295829986474,0,4,3.0944457464900235,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1076888046179385,0,1,1,0,0,0
1,3,3.4657359027997265,0,0,2.180891922715322,0,1,0,0,0,1
1,2,4.127134385045092,0,0,2.4423470353692043,0,1,0,0,0,1
1,1,3.970291913552122,2,0,3.960416900617205,1,0,0,0,0,1
1,1,3.58351893845611,0,0,3.3100867049215847,0,1,0,0,0,1
1,3,3.3911173365140987,0,0,2.169053700369523,1,0,0,0,1,0
0,3,2.772588722239781,0,0,2.2027647577118348,0,1,0,0,0,1
0,3,2.9444389791664403,0,0,2.740840023925201,0,1,0,0,0,1
1,2,3.5263605246161616,0,0,2.6390573296152584,1,0,0,0,0,1
1,1,3.6635616461296463,1,0,4.041295341132285,1,0,0,0,0,1
0,3,3.3911173365140987,1,0,2.738146075922933,1,0,1,0,0,0
1,3,3.4657359027997265,0,0,2.188856327665703,0,1,0,0,0,1
1,2,3.2188758248682006,1,1,3.4339872044851463,1,0,0,0,0,1
1,1,3.6635616461296463,1,1,4.717456363787216,1,0,1,0,0,0
0,2,3.9889840465642745,0,0,3.295836866004329,0,1,0,0,0,1
0,1,3.58351893845611,0,0,3.716616209085536,0,1,1,0,0,0
0,3,3.3911173365140987,0,0,2.2734137156937657,0,1,1,0,0,0
1,1,2.8903717578961645,0,2,4.390118804571218,1,0,0,0,0,1
0,2,3.8501476017100584,0,0,2.772588722239781,0,1,0,0,0,1
1,1,4.0943445622221,1,1,4.384523514872469,0,1,1,0,0,0
0,3,3.091042453358316,0,0,2.2027647577118348,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.2027647577118348,0,1,0,0,0,1
0,3,3.5553480614894135,0,0,2.094945728215801,0,1,0,0,0,1
1,1,3.9512437185814275,1,0,4.37281811610993,1,0,1,0,0,0
0,3,3.8501476017100584,0,0,2.1102132003465894,0,1,0,0,0,1
0,3,3.3911173365140987,0,2,2.169053700369523,1,0,0,0,1,0
0,2,3.6109179126442243,1,0,3.295836866004329,0,1,0,0,0,1
0,3,3.58351893845611,1,1,3.224857896545748,0,1,0,0,0,1
1,2,3.3911173365140987,0,0,3.5263605246161616,1,0,0,0,0,1
0,3,3.8918202981106265,0,0,0.0,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.1071782966514356,0,1,1,0,0,0
1,1,3.8918202981106265,1,0,4.0592215752427645,0,1,1,0,0,0
1,2,3.1780538303479458,2,1,3.332204510175204,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1855792552411137,0,1,0,0,0,1
0,1,3.3911173365140987,0,0,3.770459441106359,0,1,0,0,0,1
0,3,3.784189633918261,0,0,2.2027647577118348,0,1,0,0,0,1
1,1,3.5553480614894135,0,0,3.3160025355989236,0,1,1,0,0,0
0,3,3.58351893845611,1,0,2.806386101823072,0,1,0,0,0,1
0,3,3.4011973816621555,0,0,2.1855792552411137,0,1,0,0,0,1
1,1,3.295836866004329,0,0,3.449987545831587,0,1,0,0,0,1
1,2,3.091042453358316,1,2,3.7513658711253766,1,0,1,0,0,0
1,1,3.6888794541139363,0,0,5.039951348430309,1,0,0,0,0,1
0,3,3.6635616461296463,1,5,3.4742929367327062,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.0856720914304723,0,1,0,0,0,1
1,3,3.3911173365140987,1,0,2.803360380906535,1,0,0,0,1,0
0,3,3.3911173365140987,0,0,2.169053700369523,0,1,0,0,1,0
0,3,3.5553480614894135,0,0,2.2027647577118348,0,1,0,0,0,1
1,2,3.1780538303479458,1,2,4.189654742026425,1,0,0,0,0,1
0,3,3.5263605246161616,1,1,2.7343675094195836,0,1,0,0,0,1
0,3,3.258096538021482,1,0,2.8390784635086144,1,0,0,0,0,1
1,2,1.3862943611198906,2,1,3.6888794541139363,1,0,0,0,0,1
0,2,3.258096538021482,0,0,2.4423470353692043,0,1,0,0,0,1
0,3,3.295836866004329,1,0,2.737880811060884,0,1,1,0,0,0
1,1,3.7376696182833684,1,0,3.9806942251907276,0,1,0,0,0,1
1,3,2.995732273553991,1,1,2.817902613071225,0,1,1,0,0,0
0,3,3.044522437723423,0,0,2.180891922715322,0,1,0,0,0,1
0,3,3.044522437723423,0,0,2.8390784635086144,0,1,0,0,0,1
0,1,4.110873864173311,0,0,3.5061818266142577,0,1,0,0,0,1
0,2,4.04305126783455,0,0,2.5915163848462583,0,1,0,0,1,0
1,1,3.044522437723423,0,0,4.368919865004903,1,0,0,0,0,1
0,3,3.258096538021482,0,0,2.1855792552411137,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.167143305297764,0,1,0,0,1,0
1,1,4.382026634673881,0,0,3.4339872044851463,0,1,0,0,0,1
0,3,3.9318256327243257,0,0,2.086193694502369,0,1,0,0,0,1
1,1,3.4657359027997265,0,0,3.449987545831587,0,1,1,0,0,0
0,1,3.3911173365140987,0,0,0.0,0,1,0,0,0,1
0,3,2.1972245773362196,3,2,3.3638415951183864,1,0,0,0,0,1
1,2,3.332204510175204,0,0,2.6390573296152584,1,0,0,0,0,1
0,3,3.4657359027997265,0,0,2.188856327665703,0,1,0,0,0,1
0,2,3.4339872044851463,1,1,3.305053521109253,0,1,0,0,0,1
0,3,3.713572066704308,0,5,3.705920919968788,1,0,0,0,0,1
0,3,3.3911173365140987,1,0,2.8390784635086144,0,1,0,0,0,1
0,3,2.995732273553991,0,0,2.180891922715322,0,1,0,0,0,1
1,1,3.1780538303479458,0,0,4.252771798816619,1,0,1,0,0,0
0,3,0.6931471805599453,3,2,3.3638415951183864,1,0,0,0,0,1
1,3,3.3911173365140987,0,0,4.05171190165724,0,1,0,0,0,1
1,3,-0.2876820724517809,2,1,3.0085645861193133,1,0,1,0,0,0
1,1,3.871201010907891,1,0,4.353230991152628,0,1,1,0,0,0
0,3,2.9444389791664403,0,0,2.1855792552411137,0,1,0,0,0,1
1,1,4.02535169073515,0,0,3.597312260588446,0,1,1,0,0,0
0,3,3.3911173365140987,0,0,2.145931282948669,0,1,0,0,0,1
1,3,3.1354942159291497,0,0,2.145931282948669,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.1855792552411137,0,1,0,0,0,1
1,2,2.8903717578961645,0,1,3.1780538303479458,1,0,0,0,0,1
0,3,3.044522437723423,0,0,2.2442459824059346,0,1,0,0,0,1
1,3,3.3911173365140987,0,0,2.17806441028492,1,0,0,0,1,0
0,3,2.8903717578961645,0,0,2.0476928433652555,1,0,0,0,1,0
0,2,3.1780538303479458,2,0,4.310799125385514,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.1855792552411137,0,1,0,0,0,1
0,3,3.4657359027997265,1,1,2.803360380906535,1,0,0,0,1,0
0,2,3.1354942159291497,0,0,2.6390573296152584,0,1,0,0,0,1
0,1,4.060443010546419,0,2,4.738607824217808,0,1,1,0,0,0
1,1,3.912023005428146,2,0,4.902678819257608,0,1,0,0,0,1
0,3,3.6888794541139363,0,0,2.1071782966514356,0,1,1,0,0,0
0,1,3.8501476017100584,0,0,3.2804411805263554,0,1,0,0,0,1
0,3,3.58351893845611,0,0,2.139571923732859,0,1,0,0,0,1
1,3,2.995732273553991,1,0,2.188856327665703,0,1,0,0,0,1
0,2,3.4657359027997265,2,0,4.310799125385514,0,1,0,0,0,1
0,2,3.2188758248682006,0,0,2.6390573296152584,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.1719067693519296,0,1,0,0,0,1
0,3,3.7612001156935624,0,0,2.2027647577118348,0,1,0,0,0,1
1,1,3.3911173365140987,1,0,3.970291913552122,1,0,0,0,0,1
1,2,3.6888794541139363,1,1,3.6888794541139363,1,0,0,0,0,1
0,1,3.4339872044851463,1,0,3.970291913552122,0,1,0,0,0,1
0,2,4.248495242049359,0,0,2.4423470353692043,0,1,0,0,0,1
1,2,3.4339872044851463,0,0,2.6390573296152584,0,1,0,0,0,1
0,2,3.3911173365140987,0,0,0.0,0,1,0,0,0,1
0,3,2.8903717578961645,0,0,2.1719067693519296,0,1,0,0,0,1
0,3,3.1986731175506815,0,0,2.2027647577118348,0,1,0,0,0,1
1,3,2.8903717578961645,0,0,2.3833998102837652,1,0,0,0,0,1
0,3,3.7612001156935624,1,6,3.8691155044168695,1,0,0,0,0,1
1,1,3.58351893845611,0,1,6.240917354759096,0,1,1,0,0,0
0,3,3.3911173365140987,0,0,2.212386825075897,1,0,0,0,1,0
1,1,3.295836866004329,0,0,4.353230991152628,0,1,1,0,0,0
0,3,2.995732273553991,0,0,2.3248357019288655,0,1,0,0,0,1
0,3,2.6390573296152584,5,2,3.8691155044168695,0,1,0,0,0,1
0,2,4.0943445622221,1,1,3.6888794541139363,0,1,0,0,0,1
0,2,3.2188758248682006,1,2,3.7513658711253766,0,1,1,0,0,0
0,3,2.6390573296152584,4,1,3.705920919968788,0,1,0,0,0,1
0,3,2.9444389791664403,0,0,2.4133032309283076,0,1,0,0,0,1
0,3,2.8903717578961645,0,0,2.174274334826008,0,1,0,0,0,1
1,1,2.70805020110221,0,1,5.35817698994543,1,0,0,0,0,1
1,1,3.4339872044851463,1,0,4.060443010546419,0,1,0,0,0,1
1,3,1.3862943611198906,0,1,2.668387256845834,1,0,1,0,0,0
1,3,3.3911173365140987,0,0,4.05171190165724,0,1,0,0,0,1
0,3,3.2188758248682006,0,0,2.1071782966514356,0,1,1,0,0,0
0,1,4.0943445622221,0,0,3.3160025355989236,0,1,0,0,0,1
0,2,3.9512437185814275,0,0,2.6741486494265287,0,1,0,0,0,1
0,3,3.784189633918261,0,0,2.2027647577118348,0,1,0,0,0,1
1,3,3.3911173365140987,0,0,2.167143305297764,1,0,0,0,1,0
0,1,3.8918202981106265,1,1,4.717456363787216,0,1,1,0,0,0
0,3,3.7376696182833684,0,0,2.157559320943788,0,1,0,0,0,1
1,1,2.8903717578961645,1,0,5.4316456135398825,1,0,1,0,0,0
1,1,3.5553480614894135,0,0,3.3064287218760624,0,1,0,0,0,1
0,3,2.8903717578961645,0,1,2.737880811060884,1,0,1,0,0,0
0,3,3.2188758248682006,0,0,2.1681046787623672,0,1,0,0,1,0
0,3,3.258096538021482,1,0,2.180891922715322,0,1,0,0,0,1
0,2,3.6635616461296463,0,0,3.295836866004329,0,1,0,0,0,1
1,2,3.8066624897703196,0,0,2.6741486494265287,1,0,0,0,0,1
1,1,3.7376696182833684,0,0,3.3064287218760624,0,1,0,0,0,1
1,1,3.091042453358316,0,0,5.027492411162679,1,0,0,0,0,1
1,3,3.3911173365140987,1,1,2.7878344138303452,0,1,1,0,0,0
1,1,3.1780538303479458,0,0,3.922056501139853,1,0,1,0,0,0
0,1,3.3911173365140987,0,0,3.3160025355989236,0,1,0,0,0,1
1,1,3.871201010907891,1,0,3.970291913552122,0,1,0,0,0,1
0,3,3.367295829986474,0,0,2.3497835148230464,0,1,0,0,0,1
0,2,3.9512437185814275,0,0,2.6390573296152584,0,1,0,0,0,1
0,3,2.9444389791664403,0,0,2.157559320943788,0,1,0,0,0,1
1,1,3.6375861597263857,0,0,5.4316456135398825,1,0,1,0,0,0
1,2,3.295836866004329,0,0,2.4423470353692043,1,0,0,0,0,1
0,3,3.3911173365140987,0,0,2.803360380906535,0,1,0,0,1,0
0,3,3.4965075614664802,0,0,2.1719067693519296,0,1,0,0,0,1
1,2,1.791759469228055,0,1,3.5263605246161616,1,0,0,0,0,1
0,3,2.833213344056216,1,0,2.086193694502369,0,1,0,0,0,1
0,2,3.5263605246161616,0,0,2.6390573296152584,0,1,0,0,0,1
0,2,3.912023005428146,0,0,2.6390573296152584,0,1,0,0,0,1
1,1,3.295836866004329,1,0,3.9908341858524357,0,1,0,0,0,1
0,3,2.995732273553991,0,0,2.2682524139135403,0,1,0,0,0,1
1,2,3.4011973816621555,3,0,3.091042453358316,1,0,0,0,0,1
1,3,3.3911173365140987,0,0,2.1676241075599285,1,0,0,0,1,0
0,2,3.2188758248682006,1,0,3.295836866004329,0,1,0,0,0,1
0,3,3.2188758248682006,1,0,2.188856327665703,1,0,0,0,0,1
1,1,3.367295829986474,0,0,5.35817698994543,1,0,0,0,0,1
0,3,2.3978952727983707,0,0,2.9850504252071306,0,1,1,0,0,0
0,2,3.3911173365140987,0,0,0.0,0,1,0,0,0,1
0,2,3.1354942159291497,0,0,2.6390573296152584,0,1,0,0,0,1
0,2,3.1354942159291497,0,0,2.6390573296152584,0,1,0,0,0,1
0,3,3.349904087274605,0,0,2.8390784635086144,0,1,0,0,0,1
0,3,3.871201010907891,1,3,3.5660053559634015,1,0,0,0,0,1
1,1,3.5553480614894135,0,0,6.240917354759096,0,1,1,0,0,0
0,3,3.3911173365140987,0,0,2.1855792552411137,0,1,0,0,0,1
0,3,3.3911173365140987,0,0,2.1855792552411137,0,1,0,0,0,1
1,1,3.3911173365140987,0,0,3.4339872044851463,0,1,0,0,0,1
0,1,3.58351893845611,1,0,4.380149874661021,0,1,0,0,0,1
1,1,3.044522437723423,2,2,5.5735788721243535,1,0,1,0,0,0
0,3,3.1780538303479458,1,0,2.8390784635086144,0,1,0,0,0,1
1,3,3.4339872044851463,0,0,2.188856327665703,0,1,0,0,0,1
0,1,4.248495242049359,1,1,4.276666119016055,0,1,0,0,0,1
0,3,2.772588722239781,1,1,3.056356895370426,0,1,0,0,0,1
1,2,3.4011973816621555,0,0,2.6390573296152584,1,0,0,0,0,1
