EmployeeCount,EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Income,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating
1,495,Research & Development,Research Scientist,No,Male,29,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,54,2201,16,No,6,1,Very High,4,Better,Excellent
1,496,Research & Development,Healthcare Representative,No,Male,35,Single,Master,Life Sciences,Travel_Rarely,Medium,2,Medium,97,6540,19,No,10,0,High,5,Better,Excellent
1,497,Research & Development,Laboratory Technician,No,Male,27,Divorced,College,Medical,Travel_Rarely,High,1,Medium,82,3816,11,No,5,0,Very High,2,Better,Excellent
1,498,Sales,Sales Executive,No,Male,28,Single,Master,Life Sciences,Travel_Rarely,High,2,Very High,92,5253,16,No,7,0,Medium,1,Better,Excellent
1,499,Research & Development,Healthcare Representative,No,Male,49,Single,Bachelor,Other,Travel_Rarely,Medium,3,High,31,10965,24,No,26,0,Medium,2,Better,Outstanding
1,500,Sales,Sales Executive,No,Female,51,Married,College,Life Sciences,Travel_Rarely,High,2,Very High,87,4936,11,No,18,0,High,2,Good,Excellent
1,501,Research & Development,Research Scientist,No,Female,36,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,High,96,2543,13,No,6,2,Very High,3,Better,Excellent
1,502,Sales,Sales Executive,Yes,Male,34,Single,Bachelor,Marketing,Non-Travel,Very High,2,Very High,67,5304,13,Yes,9,0,Low,3,Good,Excellent
1,505,Research & Development,Manager,No,Female,55,Single,Bachelor,Life Sciences,Travel_Rarely,High,4,Very High,97,16659,13,Yes,30,1,High,2,Better,Excellent
1,507,Sales,Sales Executive,No,Female,24,Divorced,Master,Marketing,Travel_Rarely,High,2,High,77,4260,12,Yes,5,0,Very High,2,Best,Excellent
1,508,Sales,Sales Representative,No,Male,30,Married,Below College,Technical Degree,Travel_Rarely,High,1,Medium,72,2476,18,No,1,0,High,3,Better,Excellent
1,510,Research & Development,Research Scientist,Yes,Male,26,Single,Below College,Technical Degree,Travel_Frequently,High,1,Low,73,3102,22,No,7,0,High,2,Better,Outstanding
1,511,Research & Development,Research Scientist,No,Female,22,Married,Bachelor,Medical,Travel_Rarely,High,1,Medium,43,2244,13,No,2,1,Low,1,Better,Excellent
1,513,Sales,Sales Executive,No,Male,36,Married,College,Medical,Travel_Rarely,Medium,3,High,61,7596,13,No,10,9,Medium,2,Better,Excellent
1,514,Research & Development,Research Scientist,Yes,Male,30,Single,Bachelor,Technical Degree,Travel_Frequently,High,1,Very High,40,2285,23,Yes,3,0,High,4,Better,Outstanding
1,515,Research & Development,Laboratory Technician,No,Female,37,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Low,95,3034,12,No,18,12,Very High,2,Good,Excellent
1,516,Sales,Sales Executive,No,Female,40,Divorced,College,Marketing,Travel_Rarely,High,2,Medium,46,5715,12,No,8,1,Very High,5,Better,Excellent
1,517,Research & Development,Laboratory Technician,No,Female,42,Divorced,Master,Life Sciences,Travel_Rarely,High,1,Low,95,2576,16,No,8,1,Medium,5,Better,Excellent
1,518,Research & Development,Manufacturing Director,No,Male,37,Single,Master,Life Sciences,Travel_Rarely,High,2,Medium,49,4197,12,Yes,18,0,High,2,Good,Excellent
1,520,Research & Development,Research Director,No,Male,43,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,4,Medium,59,14336,11,No,25,3,Low,3,Better,Excellent
1,521,Research & Development,Laboratory Technician,No,Female,40,Married,Bachelor,Medical,Travel_Rarely,Medium,2,High,78,3448,22,No,20,0,Medium,3,Better,Outstanding
1,522,Research & Development,Research Director,No,Male,54,Married,College,Medical,Travel_Rarely,High,5,Low,86,19406,11,No,24,1,Low,4,Good,Excellent
1,523,Sales,Sales Executive,No,Female,34,Married,Master,Marketing,Non-Travel,High,2,High,72,6538,15,No,6,1,High,3,Better,Excellent
1,524,Research & Development,Manufacturing Director,No,Female,31,Married,College,Medical,Travel_Rarely,High,2,Low,31,4306,12,No,13,3,Medium,5,Bad,Excellent
1,525,Research & Development,Laboratory Technician,No,Male,43,Married,Bachelor,Medical,Travel_Frequently,High,1,Very High,61,2258,20,No,8,1,Very High,1,Better,Outstanding
1,526,Research & Development,Healthcare Representative,No,Female,43,Divorced,Master,Other,Travel_Rarely,High,2,High,74,4522,14,Yes,8,0,High,3,Better,Excellent
1,527,Sales,Sales Executive,No,Female,25,Single,College,Life Sciences,Travel_Rarely,Medium,2,Very High,99,4487,11,Yes,5,1,Medium,3,Better,Excellent
1,529,Research & Development,Research Scientist,No,Female,37,Married,Doctor,Medical,Non-Travel,High,2,High,72,4449,15,Yes,15,10,Medium,2,Better,Excellent
1,530,Research & Development,Laboratory Technician,No,Male,31,Married,College,Life Sciences,Travel_Rarely,Medium,1,Low,98,2218,12,No,4,3,Very High,3,Better,Excellent
1,531,Research & Development,Manager,No,Male,39,Divorced,Below College,Life Sciences,Travel_Frequently,High,5,High,52,19197,14,Yes,21,1,Medium,3,Better,Excellent
1,532,Sales,Sales Executive,No,Female,56,Married,Bachelor,Life Sciences,Travel_Frequently,Very High,4,Low,86,13212,11,No,36,7,High,0,Good,Excellent
1,533,Sales,Sales Executive,No,Female,30,Single,Bachelor,Technical Degree,Travel_Rarely,High,2,High,83,6577,11,No,6,4,Medium,6,Better,Excellent
1,534,Sales,Sales Executive,No,Male,41,Married,Bachelor,Marketing,Travel_Rarely,Very High,3,Low,49,8392,16,No,10,0,Medium,2,Better,Excellent
1,536,Research & Development,Laboratory Technician,No,Male,28,Divorced,College,Medical,Travel_Rarely,High,2,Low,79,4558,12,No,10,1,High,2,Better,Excellent
1,538,Research & Development,Laboratory Technician,Yes,Male,25,Married,Bachelor,Medical,Travel_Rarely,High,1,Low,91,4031,13,No,6,0,Low,5,Better,Excellent
1,543,Research & Development,Manufacturing Director,No,Male,52,Married,Bachelor,Medical,Travel_Rarely,Medium,3,High,39,7969,14,Yes,28,0,Very High,4,Better,Excellent
1,544,Research & Development,Research Scientist,No,Male,45,Married,College,Life Sciences,Travel_Rarely,High,1,Very High,69,2654,21,No,8,0,Low,3,Good,Outstanding
1,546,Research & Development,Manager,No,Female,52,Married,College,Life Sciences,Travel_Rarely,High,4,Very High,30,16555,13,No,31,1,Very High,2,Bad,Excellent
1,547,Research & Development,Research Scientist,No,Female,42,Divorced,College,Life Sciences,Travel_Frequently,High,2,High,92,4556,11,No,19,0,Low,3,Better,Excellent
1,548,Research & Development,Manufacturing Director,No,Female,30,Single,Bachelor,Life Sciences,Travel_Rarely,Low,2,Very High,43,6091,20,No,11,0,High,2,Better,Outstanding
1,549,Research & Development,Manager,No,Female,60,Married,Bachelor,Life Sciences,Travel_Rarely,High,5,Low,41,19566,11,No,33,11,Low,5,Bad,Excellent
1,550,Research & Development,Manufacturing Director,No,Female,46,Divorced,Bachelor,Medical,Travel_Rarely,High,2,High,87,4810,14,No,19,0,High,5,Good,Excellent
1,551,Research & Development,Healthcare Representative,No,Female,42,Married,Master,Technical Degree,Travel_Frequently,Medium,2,Very High,88,4523,11,No,7,0,Very High,4,Best,Excellent
1,554,Sales,Sales Representative,Yes,Female,24,Single,Below College,Technical Degree,Travel_Rarely,High,1,Medium,62,3202,16,Yes,6,1,Low,4,Better,Excellent
1,555,Sales,Sales Representative,Yes,Female,34,Divorced,College,Marketing,Travel_Frequently,Low,1,High,33,2351,16,No,3,1,Very High,3,Good,Excellent
1,556,Research & Development,Laboratory Technician,No,Male,38,Married,College,Life Sciences,Travel_Frequently,High,1,Very High,42,1702,23,Yes,1,0,Very High,3,Better,Outstanding
1,558,Sales,Manager,No,Female,40,Married,Master,Life Sciences,Travel_Rarely,High,5,High,79,18041,14,No,21,1,High,2,Better,Excellent
1,560,Research & Development,Research Scientist,No,Female,26,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,90,2886,22,No,3,0,Low,3,Bad,Outstanding
1,562,Research & Development,Laboratory Technician,No,Male,30,Married,Bachelor,Life Sciences,Non-Travel,High,1,Very High,53,2097,15,No,9,1,High,3,Bad,Excellent
1,564,Research & Development,Research Director,No,Male,29,Married,Master,Medical,Travel_Rarely,Medium,3,High,93,11935,18,No,10,0,Medium,2,Better,Excellent
1,565,Research & Development,Research Scientist,Yes,Female,29,Married,Doctor,Technical Degree,Travel_Rarely,Medium,1,Medium,71,2546,16,No,6,1,High,2,Best,Excellent
1,566,Human Resources,Human Resources,Yes,Male,19,Single,College,Technical Degree,Travel_Rarely,Medium,1,Very High,52,2564,12,No,1,0,Low,3,Best,Excellent
1,567,Sales,Sales Executive,No,Female,30,Married,Master,Other,Non-Travel,High,3,Low,69,8412,11,No,10,7,High,3,Better,Excellent
1,568,Sales,Manager,No,Male,57,Divorced,Bachelor,Marketing,Travel_Rarely,Medium,4,Very High,56,14118,12,No,32,0,Low,3,Good,Excellent
1,569,Research & Development,Manager,No,Male,50,Married,Master,Life Sciences,Travel_Rarely,Medium,4,High,88,17046,15,No,28,15,Medium,2,Better,Excellent
1,571,Research & Development,Laboratory Technician,No,Female,30,Single,Bachelor,Medical,Non-Travel,High,1,Very High,49,2564,14,No,12,6,High,2,Good,Excellent
1,573,Sales,Sales Executive,No,Female,60,Married,Bachelor,Marketing,Travel_Frequently,Medium,3,Low,80,10266,19,No,22,13,High,5,Best,Excellent
1,574,Research & Development,Manufacturing Director,No,Female,47,Divorced,College,Medical,Travel_Rarely,High,2,Very High,65,5070,13,No,20,0,Low,2,Better,Excellent
1,575,Research & Development,Research Director,No,Male,46,Married,Bachelor,Life Sciences,Travel_Rarely,High,4,High,51,17861,13,No,26,0,Low,2,Bad,Excellent
1,577,Research & Development,Laboratory Technician,No,Male,35,Single,Bachelor,Life Sciences,Travel_Rarely,Low,1,High,46,4230,15,No,6,4,Very High,2,Better,Excellent
1,578,Research & Development,Laboratory Technician,No,Female,54,Single,Master,Life Sciences,Travel_Rarely,High,2,High,42,3780,11,No,19,0,High,3,Better,Excellent
1,579,Research & Development,Research Scientist,No,Male,34,Divorced,Master,Life Sciences,Travel_Rarely,Medium,1,High,62,2768,12,No,14,5,Very High,3,Better,Excellent
1,580,Sales,Sales Executive,No,Female,46,Married,Bachelor,Marketing,Travel_Rarely,Medium,3,Very High,94,9071,19,Yes,15,1,High,3,Better,Excellent
1,581,Research & Development,Manufacturing Director,No,Male,31,Divorced,Below College,Life Sciences,Travel_Rarely,High,3,Medium,33,10648,25,No,13,0,High,6,Best,Outstanding
1,582,Research & Development,Manager,Yes,Male,33,Married,Below College,Medical,Travel_Rarely,High,3,High,56,13610,12,Yes,15,7,Medium,2,Best,Excellent
1,584,Research & Development,Laboratory Technician,Yes,Male,33,Divorced,Below College,Medical,Travel_Rarely,Low,1,Very High,38,3408,13,No,8,1,Low,2,Better,Excellent
1,585,Sales,Sales Representative,No,Male,30,Single,Below College,Marketing,Travel_Rarely,High,1,Medium,57,2983,14,No,4,1,Very High,3,Better,Excellent
1,586,Research & Development,Healthcare Representative,No,Male,35,Married,Bachelor,Life Sciences,Travel_Rarely,High,3,High,72,7632,12,Yes,10,0,Very High,2,Better,Excellent
1,587,Research & Development,Healthcare Representative,Yes,Male,31,Married,Bachelor,Life Sciences,Travel_Frequently,High,3,High,66,9824,12,No,12,0,Low,2,Better,Excellent
1,590,Human Resources,Human Resources,Yes,Female,34,Divorced,Bachelor,Human Resources,Travel_Frequently,High,3,Low,43,9950,15,Yes,11,0,Medium,2,Better,Excellent
1,591,Research & Development,Laboratory Technician,No,Male,42,Married,College,Other,Travel_Frequently,High,1,High,97,2093,17,No,8,2,Medium,4,Better,Excellent
1,592,Sales,Sales Executive,No,Male,36,Single,Master,Medical,Non-Travel,High,3,Very High,32,9980,14,No,10,9,Medium,3,Good,Excellent
1,593,Research & Development,Laboratory Technician,Yes,Male,22,Single,Below College,Technical Degree,Travel_Frequently,Medium,1,High,99,3894,16,No,4,1,High,3,Better,Excellent
1,595,Sales,Sales Executive,No,Female,48,Married,Doctor,Marketing,Travel_Rarely,High,2,Very High,37,4051,14,No,14,6,Medium,2,Better,Excellent
1,597,Sales,Manager,No,Female,55,Single,Doctor,Life Sciences,Travel_Rarely,High,4,Medium,83,16835,23,No,37,7,Low,2,Better,Outstanding
1,599,Sales,Sales Executive,No,Male,41,Single,College,Life Sciences,Non-Travel,High,2,Very High,56,6230,14,No,16,1,Very High,3,Better,Excellent
1,600,Sales,Sales Executive,No,Male,35,Married,Bachelor,Marketing,Travel_Rarely,High,2,High,85,4717,11,No,15,6,Medium,2,Better,Excellent
1,601,Research & Development,Manufacturing Director,No,Female,40,Single,Bachelor,Life Sciences,Travel_Rarely,High,4,High,75,13237,15,No,22,5,Medium,3,Better,Excellent
1,602,Research & Development,Laboratory Technician,No,Female,39,Married,Below College,Life Sciences,Travel_Frequently,High,1,High,48,3755,11,No,8,0,High,3,Better,Excellent
1,604,Sales,Sales Executive,No,Male,31,Single,Below College,Life Sciences,Travel_Rarely,High,2,Very High,77,6582,13,Yes,10,0,Medium,2,Best,Excellent
1,605,Research & Development,Manufacturing Director,No,Male,42,Married,Bachelor,Medical,Travel_Rarely,High,3,Low,56,7406,21,Yes,10,5,Very High,5,Good,Outstanding
1,606,Sales,Sales Executive,No,Male,45,Married,Bachelor,Other,Travel_Rarely,High,2,Medium,61,4805,19,No,9,3,Very High,3,Best,Excellent
1,608,Human Resources,Human Resources,Yes,Female,26,Divorced,Master,Life Sciences,Travel_Frequently,High,1,High,58,2741,11,Yes,8,1,Medium,2,Good,Excellent
1,611,Research & Development,Manufacturing Director,No,Male,29,Divorced,Bachelor,Technical Degree,Travel_Rarely,High,2,Very High,34,4262,12,No,8,1,Very High,2,Best,Excellent
1,612,Research & Development,Research Director,No,Female,33,Divorced,Doctor,Medical,Travel_Rarely,Very High,4,High,95,16184,19,No,10,0,Low,2,Better,Excellent
1,613,Sales,Manager,No,Male,31,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,3,Very High,44,11557,21,No,10,0,High,3,Good,Outstanding
1,614,Sales,Sales Representative,Yes,Male,18,Single,Bachelor,Marketing,Travel_Frequently,High,1,Medium,69,1878,14,Yes,0,0,Medium,3,Better,Excellent
1,615,Sales,Sales Executive,No,Male,40,Divorced,Bachelor,Other,Non-Travel,Low,3,Low,58,10932,15,No,20,0,High,2,Better,Excellent
1,616,Research & Development,Healthcare Representative,No,Female,41,Single,Master,Other,Non-Travel,Medium,2,High,62,6811,17,Yes,10,0,Low,3,Better,Excellent
1,618,Sales,Sales Executive,No,Male,26,Divorced,College,Medical,Travel_Rarely,High,2,High,45,4306,12,No,8,0,Low,5,Better,Excellent
1,620,Sales,Sales Executive,No,Female,35,Single,Bachelor,Medical,Travel_Rarely,High,2,High,80,4859,16,No,5,0,Low,3,Better,Excellent
1,621,Sales,Sales Executive,No,Male,34,Single,Master,Life Sciences,Travel_Rarely,Very High,2,Very High,74,5337,12,No,10,5,Very High,3,Better,Excellent
1,622,Research & Development,Laboratory Technician,Yes,Male,26,Single,Bachelor,Technical Degree,Travel_Rarely,Low,1,Very High,66,2340,18,Yes,1,0,High,3,Bad,Excellent
1,623,Research & Development,Manufacturing Director,No,Female,37,Single,Bachelor,Technical Degree,Travel_Rarely,High,3,Very High,59,7491,17,No,12,1,Medium,3,Best,Excellent
1,624,Research & Development,Healthcare Representative,No,Female,46,Married,Below College,Medical,Travel_Frequently,High,3,High,86,10527,11,No,28,1,Low,3,Good,Excellent
1,625,Sales,Manager,No,Female,41,Married,Doctor,Life Sciences,Travel_Rarely,High,4,Low,91,16595,16,No,22,11,Medium,2,Better,Excellent
1,626,Sales,Sales Executive,No,Male,37,Divorced,Master,Medical,Non-Travel,High,3,Medium,69,8834,13,No,9,7,Low,6,Better,Excellent
1,630,Research & Development,Research Scientist,No,Male,52,Divorced,College,Technical Degree,Travel_Rarely,High,2,Low,78,5577,12,Yes,18,6,Very High,3,Better,Excellent
1,631,Sales,Sales Executive,Yes,Male,32,Married,Master,Other,Non-Travel,Very High,2,High,60,4707,12,No,6,1,Very High,2,Better,Excellent
1,632,Sales,Sales Representative,No,Male,24,Married,Bachelor,Medical,Travel_Frequently,High,1,Very High,38,2400,13,No,3,2,Very High,3,Better,Excellent
1,634,Research & Development,Healthcare Representative,No,Female,38,Married,Bachelor,Medical,Travel_Rarely,High,2,High,76,9824,19,No,18,0,High,4,Better,Excellent
1,635,Research & Development,Manufacturing Director,No,Female,37,Married,Master,Life Sciences,Travel_Rarely,High,2,Medium,65,6447,12,No,8,4,Medium,2,Good,Excellent
1,638,Research & Development,Research Director,No,Male,49,Divorced,Master,Life Sciences,Travel_Rarely,Medium,5,High,58,19502,17,Yes,31,0,Very High,5,Better,Excellent
1,639,Research & Development,Research Scientist,No,Male,24,Married,Bachelor,Medical,Travel_Rarely,Very High,1,Very High,89,2725,11,Yes,6,1,Medium,3,Better,Excellent
1,641,Sales,Sales Executive,No,Male,26,Married,College,Marketing,Travel_Rarely,High,2,Medium,66,6272,20,No,6,1,Low,5,Best,Outstanding
1,643,Research & Development,Laboratory Technician,No,Male,24,Married,College,Other,Travel_Rarely,Medium,1,Medium,94,2127,21,No,1,0,Very High,2,Better,Outstanding
1,644,Human Resources,Manager,No,Male,50,Married,Bachelor,Medical,Travel_Frequently,High,5,Medium,99,18200,11,No,32,10,Low,2,Better,Excellent
1,645,Sales,Sales Representative,No,Male,25,Married,Below College,Medical,Travel_Rarely,High,1,High,40,2096,11,No,7,0,Medium,1,Better,Excellent
1,647,Research & Development,Laboratory Technician,Yes,Female,24,Married,Bachelor,Life Sciences,Travel_Frequently,High,1,High,55,2886,16,Yes,6,1,Low,4,Better,Excellent
1,648,Sales,Sales Representative,Yes,Male,30,Married,Master,Life Sciences,Travel_Frequently,Medium,1,Low,74,2033,18,No,1,0,Medium,2,Best,Excellent
1,649,Research & Development,Research Scientist,No,Male,34,Married,College,Life Sciences,Travel_Rarely,Medium,1,Very High,83,3622,13,Yes,6,1,Medium,3,Better,Excellent
1,650,Sales,Sales Executive,Yes,Male,31,Divorced,Master,Medical,Travel_Rarely,High,2,Low,46,4233,17,No,9,1,Medium,2,Bad,Excellent
1,652,Research & Development,Laboratory Technician,No,Male,35,Single,College,Other,Travel_Rarely,Medium,2,Very High,54,3681,14,No,9,0,Low,3,Better,Excellent
1,653,Sales,Sales Executive,No,Male,31,Divorced,Master,Medical,Travel_Rarely,Very High,2,Very High,66,5460,22,No,13,5,Low,4,Best,Outstanding
1,655,Research & Development,Research Scientist,No,Female,27,Divorced,Master,Medical,Travel_Rarely,Medium,1,High,66,2187,12,No,6,0,Low,5,Good,Excellent
1,656,Sales,Sales Executive,No,Male,37,Married,Bachelor,Marketing,Travel_Rarely,High,2,High,75,9602,11,Yes,17,1,Very High,3,Good,Excellent
1,657,Research & Development,Research Scientist,No,Female,20,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Medium,83,2836,13,No,1,0,Very High,0,Best,Excellent
1,659,Research & Development,Healthcare Representative,No,Female,42,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,81,4089,13,No,10,2,High,4,Better,Excellent
1,661,Research & Development,Research Director,No,Male,43,Divorced,Master,Other,Travel_Rarely,Medium,4,Very High,50,16627,14,Yes,21,0,Medium,3,Good,Excellent
1,662,Research & Development,Research Scientist,No,Female,38,Single,Below College,Life Sciences,Travel_Rarely,High,1,Low,43,2619,17,No,8,0,High,3,Good,Excellent
1,663,Research & Development,Laboratory Technician,No,Male,43,Divorced,Doctor,Medical,Travel_Frequently,High,2,High,72,5679,13,Yes,10,4,Very High,3,Better,Excellent
1,664,Research & Development,Manager,No,Female,48,Married,Master,Life Sciences,Travel_Rarely,Medium,4,Low,40,15402,11,No,21,0,Very High,3,Bad,Excellent
1,665,Human Resources,Human Resources,No,Female,44,Single,Master,Life Sciences,Travel_Rarely,Medium,2,High,50,5985,11,No,10,0,Low,1,Best,Excellent
1,666,Sales,Sales Representative,No,Female,34,Divorced,Bachelor,Technical Degree,Travel_Rarely,High,1,High,31,2579,18,Yes,8,0,High,3,Better,Excellent
1,667,Sales,Sales Representative,Yes,Male,27,Divorced,Below College,Marketing,Travel_Rarely,High,1,Low,85,3041,11,No,5,0,High,3,Better,Excellent
1,669,Sales,Sales Representative,No,Male,21,Single,Below College,Technical Degree,Travel_Rarely,High,1,High,49,3447,11,No,3,1,High,2,Better,Excellent
1,671,Research & Development,Manager,No,Male,44,Married,Master,Other,Travel_Rarely,High,5,Very High,35,19513,12,Yes,26,0,Very High,2,Best,Excellent
1,675,Research & Development,Research Scientist,No,Male,22,Married,Below College,Medical,Travel_Rarely,High,1,High,69,2773,20,No,3,2,Low,3,Better,Outstanding
1,677,Sales,Sales Executive,No,Male,33,Divorced,Master,Marketing,Travel_Rarely,High,2,High,39,7104,12,No,6,1,High,3,Better,Excellent
1,679,Research & Development,Research Scientist,No,Female,32,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,92,6322,12,Yes,6,0,Low,2,Good,Excellent
1,680,Research & Development,Research Scientist,No,Female,30,Divorced,Bachelor,Medical,Travel_Frequently,High,1,High,71,2083,20,No,1,0,High,2,Better,Outstanding
1,682,Sales,Sales Executive,No,Female,53,Single,Below College,Medical,Travel_Rarely,High,2,Low,34,8381,20,No,18,8,Very High,2,Best,Outstanding
1,683,Research & Development,Research Scientist,No,Male,34,Married,Doctor,Life Sciences,Travel_Rarely,High,1,Very High,42,2691,12,No,10,8,Medium,4,Good,Excellent
1,684,Sales,Sales Executive,Yes,Female,45,Married,Master,Life Sciences,Travel_Frequently,High,2,Low,100,4286,14,No,5,0,Low,4,Better,Excellent
1,686,Research & Development,Laboratory Technician,No,Female,26,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,71,2659,13,Yes,3,0,High,2,Better,Excellent
1,689,Research & Development,Manufacturing Director,No,Male,37,Married,Bachelor,Other,Travel_Rarely,High,3,High,36,9434,15,No,10,7,High,2,Better,Excellent
1,690,Sales,Sales Executive,No,Female,29,Married,College,Medical,Travel_Rarely,High,2,High,62,5561,14,No,6,1,Medium,5,Good,Excellent
1,691,Research & Development,Research Scientist,No,Male,35,Single,Master,Life Sciences,Travel_Rarely,Low,2,Very High,82,6646,13,No,17,11,Medium,3,Better,Excellent
1,692,Research & Development,Healthcare Representative,No,Male,33,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,2,Very High,30,7725,23,No,15,4,High,2,Bad,Outstanding
1,698,Human Resources,Human Resources,No,Male,54,Married,Master,Medical,Travel_Rarely,High,3,Medium,88,10725,15,No,16,7,High,1,Best,Excellent
1,699,Research & Development,Manufacturing Director,No,Male,36,Divorced,College,Medical,Travel_Rarely,Medium,2,Medium,48,8847,11,Yes,13,0,Medium,2,Better,Excellent
1,700,Research & Development,Research Scientist,No,Male,27,Single,Master,Medical,Travel_Rarely,Medium,1,Very High,54,2045,13,No,5,1,Low,0,Better,Excellent
1,701,Research & Development,Research Scientist,Yes,Male,20,Single,Below College,Medical,Travel_Rarely,High,1,High,32,1009,11,Yes,1,1,Very High,5,Better,Excellent
1,702,Research & Development,Research Scientist,Yes,Male,33,Single,Bachelor,Life Sciences,Travel_Frequently,High,1,Low,70,3348,11,Yes,10,9,Low,3,Better,Excellent
1,704,Research & Development,Laboratory Technician,No,Male,35,Married,Bachelor,Life Sciences,Non-Travel,Medium,1,High,41,1281,18,No,1,0,High,3,Better,Excellent
1,705,Research & Development,Research Scientist,No,Male,23,Married,Bachelor,Medical,Travel_Rarely,Very High,1,Low,58,2819,16,No,5,0,Low,3,Best,Excellent
1,707,Sales,Sales Executive,No,Male,25,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,2,Medium,57,4851,22,No,4,1,Very High,4,Better,Outstanding
1,709,Sales,Sales Executive,No,Female,38,Single,Master,Marketing,Travel_Rarely,Medium,2,Very High,46,4028,20,No,8,0,Very High,2,Better,Outstanding
1,710,Research & Development,Research Scientist,No,Male,29,Divorced,Master,Life Sciences,Travel_Frequently,Low,1,Very High,76,2720,18,No,10,2,Medium,5,Better,Excellent
1,712,Sales,Sales Executive,No,Male,48,Married,Below College,Marketing,Travel_Rarely,Very High,2,Medium,56,8120,12,No,12,2,Medium,3,Better,Excellent
1,714,Sales,Sales Executive,No,Female,27,Divorced,Below College,Medical,Travel_Frequently,Very High,2,Very High,71,4647,20,Yes,6,0,Very High,3,Better,Outstanding
1,715,Research & Development,Research Scientist,No,Male,37,Single,College,Life Sciences,Travel_Rarely,Very High,1,Very High,80,4680,17,No,4,0,Very High,2,Better,Excellent
1,716,Research & Development,Laboratory Technician,No,Male,50,Married,Below College,Medical,Travel_Rarely,Very High,1,High,74,3221,11,Yes,20,3,Very High,3,Better,Excellent
1,717,Research & Development,Healthcare Representative,No,Female,34,Single,Bachelor,Medical,Travel_Rarely,Medium,3,Medium,46,8621,14,No,9,7,Very High,3,Best,Excellent
1,720,Sales,Sales Executive,Yes,Female,24,Single,College,Life Sciences,Travel_Rarely,High,2,High,65,4577,14,No,4,2,Low,3,Better,Excellent
1,721,Research & Development,Healthcare Representative,No,Female,39,Single,Master,Technical Degree,Travel_Rarely,Medium,2,High,80,4553,11,No,20,11,Very High,4,Better,Excellent
1,722,Sales,Sales Executive,No,Male,32,Single,Bachelor,Marketing,Travel_Rarely,High,2,Very High,55,5396,12,No,10,0,Very High,2,Good,Excellent
1,723,Sales,Sales Executive,Yes,Male,50,Married,College,Technical Degree,Travel_Frequently,High,2,High,50,6796,14,Yes,18,1,Medium,4,Better,Excellent
1,724,Research & Development,Healthcare Representative,No,Female,38,Single,Master,Life Sciences,Travel_Rarely,Very High,2,Very High,33,7625,13,No,10,1,Medium,4,Good,Excellent
1,725,Research & Development,Manufacturing Director,No,Female,27,Married,College,Life Sciences,Travel_Rarely,High,3,Low,68,7412,11,No,9,0,High,3,Better,Excellent
1,727,Research & Development,Research Director,No,Female,32,Single,College,Life Sciences,Travel_Rarely,High,3,Very High,39,11159,15,No,10,7,High,6,Better,Excellent
1,728,Sales,Sales Executive,No,Male,47,Single,Master,Marketing,Travel_Rarely,High,2,Low,42,4960,12,No,20,1,Very High,2,Better,Excellent
1,729,Sales,Sales Executive,No,Male,40,Married,Master,Life Sciences,Travel_Frequently,Medium,3,Low,48,10475,21,Yes,20,1,Very High,2,Better,Outstanding
1,730,Research & Development,Research Director,No,Male,53,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,4,High,59,14814,19,No,32,1,High,3,Better,Excellent
1,731,Human Resources,Manager,No,Male,41,Divorced,Master,Human Resources,Travel_Rarely,Medium,5,Very High,73,19141,15,No,23,12,Medium,2,Good,Excellent
1,732,Sales,Sales Executive,No,Male,60,Single,Master,Marketing,Travel_Rarely,High,2,Low,84,5405,14,No,10,2,Low,1,Better,Excellent
1,733,Research & Development,Manufacturing Director,No,Male,27,Divorced,College,Life Sciences,Travel_Frequently,High,3,Low,32,8793,21,No,9,1,Very High,4,Good,Outstanding
1,734,Human Resources,Manager,No,Male,41,Married,Bachelor,Human Resources,Travel_Rarely,Medium,5,High,59,19189,12,No,22,2,Very High,3,Better,Excellent
1,738,Sales,Sales Representative,No,Male,50,Married,Master,Marketing,Travel_Rarely,High,1,Medium,54,3875,15,No,4,2,Very High,2,Better,Excellent
1,741,Research & Development,Research Scientist,Yes,Female,28,Single,College,Life Sciences,Travel_Rarely,Low,1,Medium,67,2216,13,Yes,10,3,Low,4,Better,Excellent
1,742,Research & Development,Research Director,No,Female,36,Married,Bachelor,Life Sciences,Non-Travel,Very High,3,Low,63,11713,14,No,10,0,Low,2,Better,Excellent
