"Tweet_Date"|"Tweet_Text"|"Tweet_Handle"
"Tue Dec 24 132906 0000 2013"|"AamAadmiParty how much CON amp BJP paid to binny  New Delhi DrKumarVishwas"|"MeAwakeIndian"
"Tue Dec 24 132904 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"TheAvator"
"Tue Dec 24 132826 0000 2013"|"Vinod Binny OF AamAadmiParty is on revolt after refused ministerial berth To make a big revelation against party tomorrow On abpnewstv"|"abhisarsharma"
"Tue Dec 24 132808 0000 2013"|"RT AnjaniShahi Outrage in AAP started AAPs Vinod Kumar Binny threatens to expose AamAadmiParty and ArvindKejriwal tomorrow"|"ASDube"
"Tue Dec 24 132758 0000 2013"|"RT CASanjayParmar mayankgandhi04 getting a standing ovation from the traders association of M J Mrkt anjalidamania AamAadmiParty ht"|"dharmendraptel"
"Tue Dec 24 132751 0000 2013"|"RT krissh9207 What AamAadmiParty is doing right in transforming politics in our country httptcojDqjG8q85F"|"jomymathews"
"Tue Dec 24 132720 0000 2013"|"This is fcking frustrating new bomb is waiting in the form of Binod Kumar Binnyits better AamAadmiParty clarify ASAP"|"iamasit"
"Tue Dec 24 132658 0000 2013"|"RT CASanjayParmar mayankgandhi04 getting a standing ovation from the traders association of M J Mrkt anjalidamania AamAadmiParty ht"|"ZapSammy"
"Tue Dec 24 132639 0000 2013"|"RT rahulbajaj This should shut up everyone accusing without educating themselves Congress is NOT part of govt AamAadmiParty httpst"|"GautamSibbal"
"Tue Dec 24 132635 0000 2013"|"AamAadmiParty any idea what MrBinny is going disclose in his press conference tmrw"|"asimk5"
"Tue Dec 24 132633 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"sidharthmehta"
"Tue Dec 24 132604 0000 2013"|"pktutu anilkohli54 rahulkanwal AamAadmiParty even news papers wont make it headlines as they did when allegations were made"|"jainnahush"
"Tue Dec 24 132519 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"fusionlover2012"
"Tue Dec 24 132501 0000 2013"|"AamAadmiParty  AAP Rang de DILLI  Why AAP won ever before winning httptcoBage2AXZ9T httptcozeHU4gknU1"|"DiptiSinghvi1"
"Tue Dec 24 132419 0000 2013"|"thekiranbedi specific questioning was nt needed maam Delhites know d ground situation AamAadmiParty Govt possible only if cong supports"|"ManishSukhani"
"Tue Dec 24 132357 0000 2013"|"AamAadmiParty ArvindKejriwal why did you state before elections that aap wouldnt join hands with either of the monsters desperate"|"pranaypr"
"Tue Dec 24 132205 0000 2013"|"RT dhaval241086 ashdubey AamAadmiParty Same Mr Binny who before 2 days on Sahara samay demanded that Jampk should be given to Pak after "|"Victoryfornamo"
"Tue Dec 24 132158 0000 2013"|"RT AnjaniShahi Outrage in AAP started AAPs Vinod Kumar Binny threatens to expose AamAadmiParty and ArvindKejriwal tomorrow"|"shriramnarhare"
"Tue Dec 24 132154 0000 2013"|"AamAadmiParty  thanx for bringing a change India is with you"|"nehatiwari3"
"Tue Dec 24 132139 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"DrSatyaSaraswat"
"Tue Dec 24 132127 0000 2013"|"AamAadmiParty dnt hv exp in cruptn    ShivAroor BJPs Vijender Gupta calls the AAP cabinet inexperiencedMy head has begun to hurt"|"solankimk"
"Tue Dec 24 132123 0000 2013"|"Arvind Kejriwals AamAadmiParty picks its ministers httptcoxZyHufpCNe Rakhi Birla 26 will be the youngest member of the cabinet AAP"|"Eagleeye47"
"Tue Dec 24 132039 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"sachiniofc"
"Tue Dec 24 132035 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"JITSJINDAL"
"Tue Dec 24 132008 0000 2013"|"RoflGandhi  RT juniorbachchan Thank you AamAadmiParty and SirJi ArvindKejriwal for bringing me back in ad world  WhatAnIdeaSirJi"|"iitiankshitij"
"Tue Dec 24 132007 0000 2013"|"AamAadmiParty Gujarat 2 celebrate partys success in Delhi with cleaning drive at busy and unclean vegetable market in Ahmedabad on 26th"|"MitulThakkar"
"Tue Dec 24 131954 0000 2013"|"RT AnjaniShahi Outrage in AAP started AAPs Vinod Kumar Binny threatens to expose AamAadmiParty and ArvindKejriwal tomorrow"|"jithu2k1"
"Tue Dec 24 131940 0000 2013"|"If AamAadmiParty wins LokSabha elecs they will b to do what ISI failed since last 6decades  Separating JampK from India "|"ashdubey"
"Tue Dec 24 131931 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"NiKHiL20July"
"Tue Dec 24 131924 0000 2013"|"RT AnjaniShahi Outrage in AAP started AAPs Vinod Kumar Binny threatens to expose AamAadmiParty and ArvindKejriwal tomorrow"|"TheHinduPhantom"
"Tue Dec 24 131915 0000 2013"|"AAP to form govt in Delhi httptcon77pnKE67B"|"gautam4469"
"Tue Dec 24 131910 0000 2013"|"RT pktutu Just see MSM work anilkohli54 rahulkanwal AamAadmiParty httptcovAz1Vxsplj"|"veekay122002"
"Tue Dec 24 131910 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"ShekharGokhale"
"Tue Dec 24 131854 0000 2013"|"RT AnjaniShahi Outrage in AAP started AAPs Vinod Kumar Binny threatens to expose AamAadmiParty and ArvindKejriwal tomorrow"|"NeenaRai"
"Tue Dec 24 131853 0000 2013"|"RT dhaval241086 ashdubey AamAadmiParty Same Mr Binny who before 2 days on Sahara samay demanded that Jampk should be given to Pak after "|"yogesh0607"
"Tue Dec 24 131825 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"amitagra21"
"Tue Dec 24 131818 0000 2013"|"dhaval241086 catholicosare rash arent they  ashdubey AamAadmiParty"|"krsnaloveu"
"Tue Dec 24 131813 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"EvilYindoo"
"Tue Dec 24 131750 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"letsgethere"
"Tue Dec 24 131749 0000 2013"|"fakingnews  RT juniorbachchan Thank you AamAadmiParty and SirJi ArvindKejriwal for bringing me back in ad world  WhatAnIdeaSirJi"|"iitiankshitij"
"Tue Dec 24 131743 0000 2013"|"ashdubey snavroop AamAadmiParty he  an old congy person"|"vinodm85"
"Tue Dec 24 131731 0000 2013"|"AamAadmiParty s virgin ministry already in trouble as MLA Vinod Binni storms out of ArvindKejriwal s house for not being made Minister"|"ManojThakurBJP"
"Tue Dec 24 131727 0000 2013"|"RT dhaval241086 ashdubey AamAadmiParty Same Mr Binny who before 2 days on Sahara samay demanded that Jampk should be given to Pak after "|"ashdubey"
"Tue Dec 24 131720 0000 2013"|"AamAadmiParty  Love the way things are folding for AAP No govt benefits just service Proves AAP is from public by public and for public"|"Rameshnegi7"
"Tue Dec 24 131715 0000 2013"|"ashdubey AamAadmiParty Same Mr Binny who before 2 days on Sahara samay demanded that Jampk should be given to Pak after refrendum"|"dhaval241086"
"Tue Dec 24 131633 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"snavroop"
"Tue Dec 24 131609 0000 2013"|"anjanaomkashyap Mam do u thnk its a political n historical blunder AamAadmiParty prty takin support of CongOr it will b a new begining"|"ppagaria92"
"Tue Dec 24 131607 0000 2013"|"AamAadmiParty decides to dump Shunglu committee report by jan 14th"|"TheHinduPhantom"
"Tue Dec 24 131555 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"yogesh0607"
"Tue Dec 24 131519 0000 2013"|"RT ashdubey BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon "|"hardikbhatt"
"Tue Dec 24 131508 0000 2013"|"Dear BJP4India pl advice ur netas n sp not to play a Role of Jealous Boy over AamAadmiParty s GovtFormation It Sounds petty n Shoddy"|"rajeshmehra74"
"Tue Dec 24 131455 0000 2013"|"BREAKING SOme Mr Binny of AamAadmiParty NOT named as minister He angrily left the meeting Revolt starts in AApCon ABPNewsTV"|"ashdubey"
"Tue Dec 24 131444 0000 2013"|"Outrage in AAP started AAPs Vinod Kumar Binny threatens to expose AamAadmiParty and ArvindKejriwal tomorrow"|"AnjaniShahi"
"Tue Dec 24 131440 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"manikmanocha"
"Tue Dec 24 131415 0000 2013"|"RT Donkeyji Hooda has 25Badal has 51 Lal Batti vehicles in their convoys respectively AamAadmiParty"|"anku6"
"Tue Dec 24 131341 0000 2013"|"anjanaomkashyap What AamAadmiParty is doing right in transforming politics in our country httptcoRuH1xSbXPc"|"ashu165"
"Tue Dec 24 131211 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"arqspark"
"Tue Dec 24 131135 0000 2013"|"via httptcoaaoCLcCz8c AnnaHazare wont attend ArvindKejriwal swearingin ceremony Anna AAP AamAadmiParty"|"vanshu033"
"Tue Dec 24 131135 0000 2013"|"via httptcoTUJaZm1Uea AnnaHazare wont attend ArvindKejriwal swearingin ceremony Anna AAP AamAadmiParty"|"ASBhuvnesh"
"Tue Dec 24 131135 0000 2013"|"via httptcoJqXQ9CuVjL AnnaHazare wont attend ArvindKejriwal swearingin ceremony Anna AAP AamAadmiParty"|"RajAwakind"
"Tue Dec 24 131135 0000 2013"|"via httptcon5NK6fsFZ0 AnnaHazare wont attend ArvindKejriwal swearingin ceremony Anna AAP AamAadmiParty"|"meramp"
"Tue Dec 24 131134 0000 2013"|"RT shekharkapur Here comes politics of divisiveness  how 2 bring AamAadmiParty down Drive a wedge between Guru and the Shishya And t"|"cynthiadu94"
"Tue Dec 24 131059 0000 2013"|"RT manojananda Way AamAadmiParty amp Cong r accusing amp abusing each othersthey r focusing more on politics than AamAadmi who wants only"|"TrishnaKDas"
"Tue Dec 24 130959 0000 2013"|"RT juniorbachchan Thank you AamAadmiParty  SirJi ArvindKejriwal for bringing me back in ad world  WhatAnIdeaSirJi"|"iitiankshitij"
"Tue Dec 24 130956 0000 2013"|"BDUTT AamAadmiParty ArvindKejriwal Grossly exaggerated estimates probablyVIPs are given security bcause of terrorist nutters"|"atuljohn"
"Tue Dec 24 130947 0000 2013"|"AAP to form govt in Delhi httptcoM1owjDt0cI"|"sanjayjiii"
"Tue Dec 24 130937 0000 2013"|"RT manojananda Way AamAadmiParty amp Cong r accusing amp abusing each othersthey r focusing more on politics than AamAadmi who wants only"|"chandrimaGo"
"Tue Dec 24 130934 0000 2013"|"AamAadmiParty We are happy that honest party is forming government"|"ajainlk"
"Tue Dec 24 130924 0000 2013"|"GulPanag AamAadmiParty ArvindKejriwal All these symbolisms are to fool people People look for performance and  deliver on promises made"|"SGRamadurai"
"Tue Dec 24 130915 0000 2013"|"Mubarak and best wishes to Ar SatyendarJain and attorneybharti on being selected to be part of the AamAadmiParty cabinet"|"shamit"
"Tue Dec 24 130907 0000 2013"|"RT muntaziraapka Donkeyji Hooda has 25Badal has 51 Lal Batti vehicles in their convoys respectively AamAadmiParty"|"Aaptivist1"
"Tue Dec 24 130903 0000 2013"|"AamAadmiParty  a super party"|"kasathishkumar1"
"Tue Dec 24 130856 0000 2013"|"RT Donkeyji No matter how long our government runs IASIPS must be looking forward to work with Arvind AamAadmiParty"|"AkshayMarathe"
"Tue Dec 24 130846 0000 2013"|"GulPanag AamAadmiParty ArvindKejriwal ONE BULLET CAN KILL A GANDHI OR A BHAGAT SINGH  WE DON HAVE MORE THAN 1 KEJRIWAL "|"newindian2007"
"Tue Dec 24 130829 0000 2013"|"RT DKMahant If AamAadmiParty probes Congress leaders as promised ArvindKejriwal might face SAME fate as former PM Deve Gowda I reckon"|"sabharwal276"
"Tue Dec 24 130815 0000 2013"|"RT manojananda Way AamAadmiParty amp Cong r accusing amp abusing each othersthey r focusing more on politics than AamAadmi who wants only"|"roopa1986"
"Tue Dec 24 130735 0000 2013"|"BDUTT AamAadmiParty ArvindKejriwal contrast this with pictures of Laloo coming out of the jail last week flanked by those SPG men"|"singhravish"
"Tue Dec 24 130707 0000 2013"|"AamAadmiParty have to concentrate only on janta ka faydaaprts from all congress hungamaArvindKejriwal"|"rathiviks"
"Tue Dec 24 130658 0000 2013"|"Way AamAadmiParty amp Cong r accusing amp abusing each othersthey r focusing more on politics than AamAadmi who wants only relief frm mess"|"manojananda"
"Tue Dec 24 130649 0000 2013"|"Chew chewjust dont keep biting  dna After Delhi AamAadmiParty eyes Rajasthan httptco7tko0tHGux"|"VSJabberwocky"
"Tue Dec 24 130643 0000 2013"|"GulPanag AamAadmiParty ArvindKejriwal   BULLSHIT  THIS IS NOT BRAVO  IT IS BULLSHIT  THERE IS NO BRAIN INVOLVED IN THIS DECISION"|"newindian2007"
"Tue Dec 24 130630 0000 2013"|"AamAadmiParty  ArvindKejriwal msisodia PrashantBhushan and Rakhi ji EngineerSaurabh Congrats and WorkHard "|"sagarrout"
"Tue Dec 24 130547 0000 2013"|"NitiCentral AamAadmiParty Delhites are fools2elect 28AAP MLAs even though they knew that AAP were bluffing their way throughAAP insoup"|"kcshekarkwt"
"Tue Dec 24 130537 0000 2013"|"RT krissh9207 What AamAadmiParty is doing right in transforming politics in our country httptcojDqjG8q85F"|"AapDeepaktomar"
"Tue Dec 24 130533 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"Bhoomiraj"
"Tue Dec 24 130525 0000 2013"|"ArvindKejriwal AamAadmiParty I dont think shaziailmi  is the rightchoice for aap spokesperson she is too aggressive"|"SheokandNavdeep"
"Tue Dec 24 130510 0000 2013"|"RT Sandeep2009 This is called Real TransparencyEven if you donate 1 rs its on papercheck ths AAP4People ankitlal AamAadmiParty http"|"wickedSny"
"Tue Dec 24 130459 0000 2013"|"sagarikaghose AamAadmiParty ArvindKejriwal advice for TV ANCHORS give India News not NOISE nor biases amp prejudices of motley Exprt Jurnos"|"hagopinath"
"Tue Dec 24 130456 0000 2013"|"AamAadmiParty ArvindKejriwal ajaydevgn same character playing arvind kejariwal which played by Ajay Devgan in YUVA like young politician"|"deshmukhassot"
"Tue Dec 24 130455 0000 2013"|"Congrats to AamAadmiParty  it will be interesting 2 c how u get the unwilling bureaucracy 2 work amp more so when they consider ur govt temp"|"pranjalswarup"
"Tue Dec 24 130422 0000 2013"|"arunjaitley did you say that you would leave BJP in case AamAadmiParty won more than 6 seats in Delhi If so would you keep your word"|"ejunglee"
"Tue Dec 24 130348 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"sbelgundi"
"Tue Dec 24 130341 0000 2013"|"AamAadmiParty ArvindKejriwal TheRahulMehra DrKumarVishwas msisodia the corrupt should face the music"|"mukulvij"
"Tue Dec 24 130341 0000 2013"|"RT krissh9207 What AamAadmiParty is doing right in transforming politics in our country httptcojDqjG8q85F"|"aapumesh"
"Tue Dec 24 130329 0000 2013"|"RT pktutu Just see MSM work anilkohli54 rahulkanwal AamAadmiParty httptcovAz1Vxsplj"|"commandersaini"
"Tue Dec 24 130324 0000 2013"|"RT Equateall AamAadmiParty have some sense of honesty Else people will stop believing you You peddle 197086 YES as overwhelming vo"|"fakenewsreader"
"Tue Dec 24 130311 0000 2013"|"RT Shalupcrf Lesson of the daydont underestimate the power of a common man AamAadmiParty httptcowZBLGlIW0c"|"svemury"
"Tue Dec 24 130227 0000 2013"|"ArvindKejriwal ajaydevgn AamAadmiPartyFew yrs before I saw YUVA movietoday am watching same there is no different between Ajay amp Arvind"|"deshmukhassot"
"Tue Dec 24 130224 0000 2013"|"RT ratigirl Yes but AAP believes in abusing ppl 24x7 clpahwa DrKumarVishwas AamAadmiParty"|"sanjay3155"
"Tue Dec 24 130224 0000 2013"|"RT ratigirl Yes but AAP believes in abusing ppl 24x7 clpahwa DrKumarVishwas AamAadmiParty"|"sanjay3155"
"Tue Dec 24 130221 0000 2013"|"RT dna After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"jaypn2009"
"Tue Dec 24 130216 0000 2013"|"Congratulations to AamAadmiParty for forming the Government Hope they will keep their promises best of luck to them"|"yashchaudhary24"
"Tue Dec 24 130214 0000 2013"|"What AamAadmiParty is doing right in transforming politics in our country httptcojDqjG8q85F"|"krissh9207"
"Tue Dec 24 130156 0000 2013"|"RT Donkeyji Hooda has 25Badal has 51 Lal Batti vehicles in their convoys respectively AamAadmiParty"|"yezdi55"
"Tue Dec 24 130156 0000 2013"|"RT NitiCentral Cartoon AamAadmiParty in a middle of nowhere httptcoo1Jx4CPXET  AAPCon httptcoShpTlnQlgf"|"kcshekarkwt"
"Tue Dec 24 130154 0000 2013"|"AamAadmiParty is forming a Minority Govt in Delhi with Congress amp this is what its going to look like httptcoeDmgwFQiFC"|"NabeelAdeni"
"Tue Dec 24 130141 0000 2013"|"RT CASanjayParmar mayankgandhi04 getting a standing ovation from the traders association of M J Mrkt anjalidamania AamAadmiParty ht"|"proaap"
"Tue Dec 24 130052 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"FAKHREALAM101"
"Tue Dec 24 130048 0000 2013"|"RT ratigirl Yes but AAP believes in abusing ppl 24x7 clpahwa DrKumarVishwas AamAadmiParty"|"mineshjsn"
"Tue Dec 24 130041 0000 2013"|"dna AamAadmiParty has no magic they have common man who want change the current political scenario"|"jagdeepjain"
"Tue Dec 24 130021 0000 2013"|"AamAadmiParty What is Differance Betwn AAP amp CongressBjp Is dotted lines betwn them as Arvind Kejriwal Draws In Picture"|"licmdhoke"
"Tue Dec 24 130015 0000 2013"|"RT Donkeyji Hooda has 25Badal has 51 Lal Batti vehicles in their convoys respectively AamAadmiParty"|"HemlataSaini"
"Tue Dec 24 130012 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"sunjaykumar"
"Tue Dec 24 130008 0000 2013"|"AAP dilipkpandey LIVE AT ajtak AamAadmiParty httptcoZjRdiGNnYz"|"kunalwonder"
"Tue Dec 24 125941 0000 2013"|"RT CASanjayParmar mayankgandhi04 getting a standing ovation from the traders association of M J Mrkt anjalidamania AamAadmiParty ht"|"aap103"
"Tue Dec 24 125922 0000 2013"|"via httptcoaaoCLcCz8c We expect AamAadmiParty to fulfill their promise of good governance AAPGovtInDelhi ArvindKejriwal"|"vanshu033"
"Tue Dec 24 125922 0000 2013"|"via httptcoTUJaZm1Uea We expect AamAadmiParty to fulfill their promise of good governance AAPGovtInDelhi ArvindKejriwal"|"ASBhuvnesh"
"Tue Dec 24 125922 0000 2013"|"via httptcoJqXQ9CuVjL We expect AamAadmiParty to fulfill their promise of good governance AAPGovtInDelhi ArvindKejriwal"|"RajAwakind"
"Tue Dec 24 125922 0000 2013"|"via httptcon5NK6fsFZ0 We expect AamAadmiParty to fulfill their promise of good governance AAPGovtInDelhi ArvindKejriwal"|"meramp"
"Tue Dec 24 125918 0000 2013"|"AamAadmiParty  pls  address the problem of nuresery admission on delhi most of the school run by land lords of BJP and congress"|"PurohitAsha"
"Tue Dec 24 125800 0000 2013"|"Mr Arvind Kejriwal is next CM of DelhiFinally after a long time power is in real good hands AamAadmiParty support win happy"|"nitish12saini"
"Tue Dec 24 125710 0000 2013"|"RT dna After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"gggaurav88"
"Tue Dec 24 125709 0000 2013"|"BDUTT AamAadmiParty y should ArvindKejriwal declare BJPCong neta jail jayengedeliberate so that govt falls be4formation AapYogendra"|"pshah58"
"Tue Dec 24 125708 0000 2013"|"RT BDUTT Congress offered AamAadmiParty support hoping to trip it But has ArvindKejriwal called their bluff On TBSH httptcoYONSo"|"PKLEO"
"Tue Dec 24 125657 0000 2013"|"AamAadmiParty I strongly oppose AAP taking support from Congress Party against which it worked strongly before and during election time"|"ramsreekanth"
"Tue Dec 24 125611 0000 2013"|"Conflicts displayed by AamAadmiParty is really sickening Only agenda to confuse people Theyll disappear sooner if theyre AAPCon"|"kbsconsultants"
"Tue Dec 24 125608 0000 2013"|"bhaskarnews koi asli chehra samne nahin aaya hai  the people who are criticising now were more worried of re election AamAadmiParty"|"choudharyv"
"Tue Dec 24 125552 0000 2013"|"RT Shalupcrf Lesson of the daydont underestimate the power of a common man AamAadmiParty httptcowZBLGlIW0c"|"BawliDevi"
"Tue Dec 24 125532 0000 2013"|"RT Youth4justice I will be on News Nation channel at 630 pm onwards representing AamAadmiParty"|"fdir"
"Tue Dec 24 125526 0000 2013"|"madversity Biggest risk for AamAadmiParty amp ArvindKejriwal is not Congress or BJP but media glare bureaucracy amp huge expectation from it"|"SanghiAashish"
"Tue Dec 24 125512 0000 2013"|"AamAadmiParty  my best wishes for forming the  government and  we will do it "|"Shivask"
"Tue Dec 24 125454 0000 2013"|"AamAadmiParty What the mind can conceive it can achieve Please accept my best wishes on this welldeserved recognition of your merits"|"NizamNusonline"
"Tue Dec 24 125432 0000 2013"|"RT Donkeyji No matter how long our government runs IASIPS must be looking forward to work with Arvind AamAadmiParty"|"sivaraman71"
"Tue Dec 24 125429 0000 2013"|"DevForever01 AAPforINDIA People of Delhi watching AamAadmiParty can give free water 50  reduced electricity tariff Walk the talk now"|"skvindia"
"Tue Dec 24 125334 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"TheGhostRider31"
"Tue Dec 24 125334 0000 2013"|"DeepikaBhardwaj yashnachawla saltandpepper sifindia AamAadmiParty litigation is bound to grow in India By leaps n bounds"|"bnh0282"
"Tue Dec 24 125324 0000 2013"|"RT DilliDurAst AamAadmiParty is a lesson in political communication not just for other political parties but all politically minded peo"|"anilbhattarai"
"Tue Dec 24 125324 0000 2013"|"RT JoinAAP The Hindu Editorial The idea of a referendum itself was refreshing as a method The Hindu Editorial The httptco"|"dinovenk"
"Tue Dec 24 125322 0000 2013"|"SurendraLSP arunjaitley rebound With hitamprun while in govt Aap thugs keep doing same tricks USEampSTAB  AamAadmiParty"|"terapeo2"
"Tue Dec 24 125307 0000 2013"|"DeepikaBhardwaj yashnachawla saltandpepper sifindia AamAadmiParty people have false optimism that this problem wont affect them"|"bnh0282"
"Tue Dec 24 125239 0000 2013"|"ArvindKejriwal Blessed by Delhiites looked up to by whole nation AamAadmiParty is the hope of the nation Go AAP"|"hunygarg"
"Tue Dec 24 125159 0000 2013"|"BDUTT AamAadmiParty There is possibility of AAP turning out to be SPBSPRJD They are in association with Congress period"|"RajnishTuli"
"Tue Dec 24 125141 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"SafaHsn"
"Tue Dec 24 125110 0000 2013"|"RT Donkeyji No matter how long our government runs IASIPS must be looking forward to work with Arvind AamAadmiParty"|"mshivaanand"
"Tue Dec 24 125108 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"gandhi18581"
"Tue Dec 24 125021 0000 2013"|"GulPanag AamAadmiParty ArvindKejriwal Security cover is a must In Delhi you meet strange type of people You should have min security"|"plainsay"
"Tue Dec 24 125012 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"CONBJPbhaibhai"
"Tue Dec 24 124944 0000 2013"|"bhaumik1812 AamAadmiParty DrKumarVishwas VishalDadlani i dont know dat i love ArvindKejriwal  sir or not but i love his principle"|"imsudhanshu"
"Tue Dec 24 124927 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"LoveRizwan"
"Tue Dec 24 124922 0000 2013"|"Observing ArvindKejriwal each movement If he move things as  Promised Ill join with  AamAadmiParty not only ME   the WHOLE PEOPLE  "|"niyazsky"
"Tue Dec 24 124915 0000 2013"|"RT Donkeyji Hooda has 25Badal has 51 Lal Batti vehicles in their convoys respectively AamAadmiParty"|"spiritneeraj"
"Tue Dec 24 124842 0000 2013"|"mediacrooks aamaadmiparty either false or trying to unstrengthen AAP"|"krishan75"
"Tue Dec 24 124812 0000 2013"|"RT shobhitbhardwaj Dnt underestimate the power of a mango peoplessttuuttii ChunautiSharma DrKumarVishwas ArvindKejriwal shreyag"|"HirenGokani"
"Tue Dec 24 124810 0000 2013"|"RT Donkeyji Hooda has 25Badal has 51 Lal Batti vehicles in their convoys respectively AamAadmiParty"|"crguna"
"Tue Dec 24 124745 0000 2013"|"AamAadmiParty  Congratulations We all waiting for Arvind as CM of Delhi State"|"dhirajbharti"
"Tue Dec 24 124743 0000 2013"|"bhaumik1812 AamAadmiParty DrKumarVishwas VishalDadlani  ArvindKejriwal hamesa desh ke common people ke karan stand badalte hai"|"imsudhanshu"
"Tue Dec 24 124654 0000 2013"|"Swamy39 AamAadmiParty Lathi Cane purchase scam in UP Police httptcoQRLcNWqC2L"|"ANutanThakur"
"Tue Dec 24 124650 0000 2013"|"RT dna After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"sivaraman71"
"Tue Dec 24 124630 0000 2013"|"drharshvardhan ji this is the difference between aamaadmiparty and BJPDelhiState"|"sunjaykumar"
"Tue Dec 24 124624 0000 2013"|"RT dna After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"DharmBeniwal"
"Tue Dec 24 124623 0000 2013"|"When bangalore dna After Delhi AamAadmiParty eyes Rajasthan httptco3JEvw4weP1"|"subbureddy"
"Tue Dec 24 124604 0000 2013"|"RT pnthacker mediacrooks this AamAadmiParty finalized cabinet today Did they seek referendum on who to induct AAPCon"|"27amit"
"Tue Dec 24 124602 0000 2013"|"AamAadmiParty great joband  work towards changing the dynamics of indian politicsmy best wishes  from shiva  sydney Australia "|"Shivask"
"Tue Dec 24 124521 0000 2013"|"RT pktutu Just see MSM work anilkohli54 rahulkanwal AamAadmiParty httptcovAz1Vxsplj"|"sauravdixit1976"
"Tue Dec 24 124518 0000 2013"|"timesnow There was no tie only BJP and some TV channels were this a tie upI m sure  AamAadmiParty  will never tie up wid Congress"|"Devekuma24"
"Tue Dec 24 124506 0000 2013"|"RT dna After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"drrakeshparikh"
"Tue Dec 24 124440 0000 2013"|"AamAadmiParty We expect some1 from AAP to go help Muzzafarnagar victims dying in coldPlease via Ikumar7 DrKumarVishwas ArvindKejriwal"|"laxmisrikanth"
