PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked
874,0,3,male,47,0,0,S
875,1,2,female,28,1,0,C
876,1,3,female,15,0,0,C
877,0,3,male,20,0,0,S
878,0,3,male,19,0,0,S
879,0,3,male,,0,0,S
880,1,1,female,56,0,1,C
881,1,2,female,25,0,1,S
882,0,3,male,33,0,0,S
883,0,3,female,22,0,0,S
884,0,2,male,28,0,0,S
885,0,3,male,25,0,0,S
886,0,3,female,39,0,5,Q
887,0,2,male,27,0,0,S
888,1,1,female,19,0,0,S
889,0,3,female,,1,2,S
890,1,1,male,26,0,0,C
891,0,3,male,32,0,0,Q
